PMID,Title,Abstract,Authors,Journal,Mesh Terms,URL,Affiliations
41458181,Utilization of an Anteromedial Cortical Window for Tibial Component Removal During Revision Total Knee Arthroplasty.,"Revision total knee arthroplasty often entails removal of well-fixed components. Tibial component removal is particularly challenging due to (I) mechanical barriers that limit circumferential disruption when pegs, keels, or stems are present; (II) restricted access to implant-cement and cement-bone interfaces within the proximal canal; and (III) the proximity of critical structures, including the collateral ligaments, patellar tendon, popliteal artery, and distal femur. We present a novel anteromedial cortical window technique that facilitates removal of well-fixed tibial components by improving access to the implant-cement, burr-cement, and cement-bone interfaces within the proximal tibial metaphysis. This technique is suited for cases not requiring posterolateral exposure, offering a less morbid alternative to tibial tubercle osteotomy with the option for conversion if greater exposure is needed.","Ross Bailey J, Glassman Jacob, Nour Grayson, Wilson Jacob M, Rodriguez Jose A, Premkumar Ajay",Arthroplasty today,,https://pubmed.ncbi.nlm.nih.gov/41458181/,"Department of Orthopaedic Surgery, Emory University School of Medicine, Atlanta, GA, USA.; College of Medicine, Florida State University, Tallahassee, FL, USA.; Adult Reconstruction and Joint Replacement Department, Hospital for Special Surgery, New York, NY, USA."
41438629,Mobile-Bearing versus Fixed-Bearing Total Knee Arthroplasty: A Comparative Analysis of Long-Term Clinical and Implant Survival Outcomes.,"The present study compared clinical outcomes, implant survival, and axial mobility between mobile-bearing (MB) and fixed-bearing (FB) prostheses in patients with medial knee osteoarthritis. A retrospective cohort study of 1,289 patients who underwent primary cemented total knee arthroplasty (TKA) from 2003 to 2022 was conducted. Mobile-bearing prostheses were used in 820 patients (mean follow-up: 8.1 years), and FB in 469 patients (mean follow-up: 15.2 years). Functional outcomes were assessed using the International Knee Documentation Committee (IKDC) and Kujala scores. Range of motion and axial tibial rotation were clinically evaluated. Statistical tests included analysis of variance, <i>t</i> -tests, and Fisher's F-test (significance <i>p</i>  < 0.05). Both groups showed significant functional improvement ( <i>p</i>  < 0.001). At the final follow-up, no significant differences were found between MB and FB in the IKDC or Kujala scores. Implant survival was 96.3% (MB) versus 95.7% (FB) ( <i>p</i>  = 0.67). Axial tibial rotation was significantly higher in MB (23.1 ± 4.5°) than in FB (19.4 ± 4.2°) ( <i>p</i>  = 0.003). No bearing dislocations occurred. Mobile-bearing and FB designs offer durable functional benefits. Although MB provided greater axial mobility, it did not result in superior functional outcomes or implant longevity. Prosthesis selection should be tailored to individual patient needs, surgeon preference, and cost. Further prospective studies are needed to define the clinical relevance of enhanced kinematics.","Ramos Guarderas Pablo Agustín, Ramos Murillo Pablo David, Peñaherrera Carrillo Carlos Patricio, Endara Urresta Francisco, Ramos Murillo Daniel Alejandro, Barros Castro Alejandro Xavier",Revista brasileira de ortopedia,,https://pubmed.ncbi.nlm.nih.gov/41438629/,"Clínica Arthros, Quito, Ecuador.; Sports Medicine Unit, Sport Center, Centro Médico-Quirúrgico Olympia, Grupo Quirónsalud, Madrid, Spain.; Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra, Universidad Autónoma de México, Ciudad de México , Mexico.; Specialization in Orthopedics and Traumatology, School of Medicine, Universidad El Bosque, Bogota, Colombia.; Specialization in Orthopedics and Traumatology, School of Medicine, Universidad Internacional del Ecuador, Quito, Ecuador."
41438626,[Mobile-Bearing versus Fixed-Bearing Total Knee Arthroplasty: A Comparative Analysis of Long-Term Clinical and Implant Survival Outcomes].,"The present study compared clinical outcomes, implant survival, and axial mobility between mobile-bearing (MB) and fixed-bearing (FB) prostheses in patients with medial knee osteoarthritis. A retrospective cohort study of 1,289 patients who underwent primary cemented total knee arthroplasty (TKA) from 2003 to 2022 was conducted. Mobile-bearing prostheses were used in 820 patients (mean follow-up: 8.1 years), and FB in 469 patients (mean follow-up: 15.2 years). Functional outcomes were assessed using the International Knee Documentation Committee (IKDC) and Kujala scores. Range of motion and axial tibial rotation were clinically evaluated. Statistical tests included analysis of variance, <i>t</i> -tests, and Fisher's F-test (significance <i>p</i>  < 0.05). Both groups showed significant functional improvement ( <i>p</i>  < 0.001). At the final follow-up, no significant differences were found between MB and FB in the IKDC or Kujala scores. Implant survival was 96.3% (MB) versus 95.7% (FB) ( <i>p</i>  = 0.67). Axial tibial rotation was significantly higher in MB (23.1 ± 4.5°) than in FB (19.4 ± 4.2°) ( <i>p</i>  = 0.003). No bearing dislocations occurred. Mobile-bearing and FB designs offer durable functional benefits. Although MB provided greater axial mobility, it did not result in superior functional outcomes or implant longevity. Prosthesis selection should be tailored to individual patient needs, surgeon preference, and cost. Further prospective studies are needed to define the clinical relevance of enhanced kinematics.","Ramos Guarderas Pablo Agustín, Ramos Murillo Pablo David, Peñaherrera Carrillo Carlos Patricio, Endara Urresta Francisco, Ramos Murillo Daniel Alejandro, Barros Castro Alejandro Xavier",Revista brasileira de ortopedia,,https://pubmed.ncbi.nlm.nih.gov/41438626/,"Clínica Arthros, Quito, Ecuador.; Unidade de Medicina do Esporte, Sport Center, Centro Médico-Quirúrgico Olympia, Grupo Quirónsalud, Madrid, Spain.; Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra, Universidad Autónoma de México, Ciudad de México , Mexico.; Especialização em Ortopedia e Traumatologia, Faculdade de Medicina, Universidad El Bosque, Bogotá, Colombia.; Especialização em Ortopedia e Traumatologia, Escola de Medicina, Universidad Internacional del Ecuador, Quito, Ecuador."
41405155,Similar tibial and femoral component fixation of mobile-bearing and fixed-bearing lateral unicompartmental knee arthroplasty: A radiostereometry study with 5-year follow-up.,"To compare tibial and femoral component fixation of lateral unicompartmental knee arthroplasty (UKA) with mobile-bearing (MB) and fixed-bearing (FB) designs up to 5 years follow-up. The primary outcome was mean tibial component maximal total point motion (MTPM) at 1-year follow-up. The Oxford lateral domed UKA (n = 14) and the Oxford Fixed Lateral UKA (n = 13) were inserted in 27 patients with posterolateral unicompartmental knee osteoarthritis. Tibial implants were cemented, while femoral implants were either cemented (n = 17) or cementless (n = 10). At baseline, 1-, 2-, and 5-year follow-up, radiostereometry (RSA) imaging, Oxford Knee Score (OKS) and EQ-5D-5L quality of life score were collected. A newly updated 1-year migration threshold was used to determine 15-year revision-risk with migration above 0.4 mm termed 'at-risk'. At 1-year follow-up, tibial implant MTPM was 0.47 mm (confidence interval [CI]: 0.32; 0.62) for MB UKA and 0.52 mm (CI: 0.36; 0.68) for FB UKA. Femoral implant MTPM was 0.56 mm (CI: 0.34; 0.79) for MB UKA and 0.54 mm (CI: 0.30; 0.77) for FB UKA. Migration patterns were similar between cemented and cementless femoral components. No differences in tibial implant MTPM were found between groups at follow-up, with a mean difference of -0.06 (CI: -0.28; 0.15) at 2-year and -0.06 (CI: -0.31; 0.18) at 5-year follow-up. Further, 16/25 (MB: 7/13, FB: 9/12) implants were in the ""at-risk"" group for 15-year revision. Both groups demonstrated clinically relevant improvements in OKS and European quality of life score (EQ-5D-5L), no differences between FB and MB were found. The MB and FB tibial components had similar good fixation and clinical improvement until 5 years of follow-up. MTPM migration for both tibial groups was in the 'at risk' group for revision based on the newly established 1-year migration threshold, but showed no measurable migration after the 1-year follow-up. Level III.","Hovmark Andreas Bidstrup, Petersen Emil Toft, Jürgens-Lahnstein Jonathan Hugo, Vind Tobias Dahl, Rytter Søren, Jepsen Claus Fink, Stilling Maiken","Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",,https://pubmed.ncbi.nlm.nih.gov/41405155/,"AutoRSA Research Group, Orthopedic Research Unit, Aarhus University Hospital, Aarhus, Denmark.; Department of Clinical Medicine, Aarhus University, Aarhus, Denmark.; Department of Orthopedic Surgery, Aarhus University Hospital, Aarhus, Denmark.; Department of Orthopedic Surgery, Gødstrup Hospital, Gødstrup, Denmark.; Department of Orthopedic Surgery, Randers Hospital, Randers, Denmark."
41364748,Effect of Tourniquet Use on 3D Cement Penetration and Mid-Term Implant Stability in Primary Total Knee Arthroplasty: A Randomized Controlled Trial.,"The effect of tourniquet use on cement penetration in primary total knee arthroplasty (TKA) remains controversial. Current assessments rely primarily on radiograph-based 2D measurements, which limit the precision and comprehensiveness of analysis. Therefore, this study investigated the effect of tourniquet use on 3D cement penetration and the association of tourniquet use with mid-term implant stability. In this prospective randomized controlled trial, 141 Han Chinese (East Asian) patients (mean age, 68.3 years; 85% female) were allocated to 1 of 3 groups: tourniquet (Group A), no tourniquet (Group B), and tourniquet during cementation only (Group C). The primary outcomes were 3D cement penetration (thickness, volume, surface area) and mid-term implant stability assessed on the basis of radiolucent lines (RLLs) and survivorship. Cement penetration metrics across femoral and tibial components were systematically quantified through 3D morphological analysis of metal artifact reduction-computed tomography (MAR-CT) images reconstructed using Avizo software (Thermo Fisher Scientific). Secondary outcomes included blood loss, inflammatory and muscle-injury biomarkers, pain scores, functional scores, postoperative length of stay, and complication rates. All participants were followed for 5 years. No significant intergroup differences in cement penetration (thickness, volume, surface area) around the tibial (p = 0.847, p = 0.473, and p = 0.395, respectively) and femoral (p = 0.203, 0.201, 0.399) components were observed. Cement thickness correlated with preoperative knee deformity but not with implant size. Additionally, Group B demonstrated superior clinical outcomes versus Groups A and C: lower levels of inflammatory and muscle-injury biomarkers, lower early pain scores, and a shorter hospital stay, with enhanced 3-month knee function demonstrated in Groups B and C versus Group A. Total blood loss, mid-term outcomes, and complication rates were comparable. No RLLs or revisions were observed, and the 5-year implant survival rate was 100%. Tourniquet use showed no significant effect on cement penetration and mid-term implant stability in primary TKA, and omitting intraoperative tourniquet use was associated with better early postoperative functional recovery in patients undergoing TKA. Therapeutic Level I. See Instructions for Authors for a complete description of levels of evidence.","Peng Fu-Li, Cao Jian, Zhu Xi-Shan, Peng Hong-Jun, Yang Xiao, Zeng Yi, Zhu Xiang-Dong, Shen Bin",The Journal of bone and joint surgery. American volume,,https://pubmed.ncbi.nlm.nih.gov/41364748/,"Orthopedic Research Institute, Department of Orthopedics, West China Hospital, Sichuan University, Chengdu, People's Republic of China.; National Engineering Research Center for Biomaterials, Sichuan University, Chengdu, People's Republic of China."
41356551,Cementless Versus Cemented Fixation in Total Knee Arthroplasty: Analysis of Regional Tibial Bone Density and Clinical Outcome.,"Cementless fixation in total knee arthroplasty (TKA) has theoretical advantages of being biological and bone preserving, but some surgeons are less confident in using it given previous reports of high failure rates in some implant designs. This study aimed to investigate the effect of fixation method on tibial bone density, clinical outcome, and survivorship. The main research question was whether fixation method would affect the postoperative change in tibial bone density in TKA. This study analyzed 53 cementless TKAs and 53 cemented TKAs of the same brand (Triathlon, Stryker). Digital radiological densitometry (DRD) was used to quantify the changes in regional tibial bone density (RTBD) within the first 2 years. Clinical outcome scores and survivorship were recorded. Significant decreases in RTBD were observed in both groups in all tibial regions (<i>p</i> < 0.001 at all time points). RTBD was significantly higher in 7 of 8 tibial regions in cementless TKA at 6 months. The significance persisted in 2 regions of the lateral tibial condyle until the second year (<i>p</i> = 0.014 and <i>p</i> = 0.029). Clinical outcome scores (Knee Society Score, Western Ontario and McMaster Universities Osteoarthritis Index, and Forgotten Joint Score) were similar. No case of aseptic loosening was reported. Proximal tibial bone resorption was common in both cementless and cemented TKAs. Cementless fixation preserved more tibial metaphyseal bone globally at 6 months and at the lateral tibial condyle at 24 months. Its early clinical outcomes and survivorship were comparable to those of cemented fixation.","Wong Daniel Wai-Yip, Lee Qunn-Jid, Lo Chi-Kin, Law Kenneth Wing-Kin, Chang Esther Wai-Yee, Wong Yiu-Chung",Clinics in orthopedic surgery,"Humans, Arthroplasty, Replacement, Knee, Female, Male, Aged, Tibia, Bone Density, Middle Aged, Knee Prosthesis, Bone Cements, Treatment Outcome, Aged, 80 and over, Cementation, Retrospective Studies",https://pubmed.ncbi.nlm.nih.gov/41356551/,"Total Joint Replacement Centre, Yan Chai Hospital, Hong Kong, China."
41348335,Changes in periprosthetic bone mineral density after medial unicompartmental knee arthroplasty: a prospective cohort study.,"Unicompartmental Knee Arthroplasty (UKA) is effective for knee anteromedial osteoarthritis (AMOA), but aseptic prosthetic loosening causes failures. While periprosthetic bone loss links to loosening in Total Knee Arthroplasty (TKA), this association and post-UKA periprosthetic Bone Mineral Density (BMD) changes are understudied. Systematically exploring dynamic post-UKA BMD changes is vital for optimizing management and reducing loosening risk.​. This prospective study included 40 patients (40 knees) with knee AMOA who underwent UKA (January 2020-January 2024). All received cemented Oxford unicompartmental prostheses implanted by the same surgeon (standard technique). Dual-Energy X-ray Absorptiometry (DEXA) measured periprosthetic BMD preoperatively, and at one, three, six and 12 months postoperatively to analyze change patterns.​. Periprosthetic BMD decreased rapidly at one and three months postoperatively, then increased at six and 12 months (p < 0.05). No significant differences were noted in tibial prosthesis BMD changes (ROI 1, ROI 2) or femoral prosthesis stem posterior BMD values (ROI 4) between six and 12 months (p > 0.05).​. Early postoperative (≤ 3 months) rapid periprosthetic BMD decline in UKA suggests potential clinical value of early anti-osteoporotic treatment. Level 2b - Prospective case-control study.","Wei Liangsheng, Yue Qiaoning, Zhang Chuanlin, Miao Shaogang, Jiang Xiang, Liu Pei, Zhang Xiguang, Zhang Yi",International orthopaedics,,https://pubmed.ncbi.nlm.nih.gov/41348335/,"Kunming Medical University, Kunming, China.; Department of Orthopedic, Sixth Affiliated Hospital of Kunming Medical University: People's Hospital of Yuxi City, Yuxi, China.; Department of Orthopedic, Luoyang Orthopedic-Traumatological Hospital: Henan Luoyang Orthopedic Hospital, Luoyang, China.; Department of Orthopedic, Sixth Affiliated Hospital of Kunming Medical University: People's Hospital of Yuxi City, Yuxi, China. gwkzxg@163.com.; Department of Orthopedic, Sixth Affiliated Hospital of Kunming Medical University: People's Hospital of Yuxi City, Yuxi, China. milu0110@163.com."
41314404,National Trends in Unicompartmental Knee Arthroplasty During a Period of Major Survivorship Improvements: Insights From the Dutch Arthroplasty Register.,"The rising use of unicompartmental knee arthroplasty (UKA) among various Western countries raises questions regarding the multifaceted determinants driving this trend. Therefore, this study aimed to examine trends and their associations with 3-year survivorship, focusing on patient, implant, hospital, and revision-related factors. All primary medial UKAs for osteoarthritis registered in the Dutch Arthroplasty Register from 2014 to 2021 were included. Age, sex, BMI, prior ipsilateral knee surgery, implant type (cemented and uncemented mobile-bearing; cemented fixed-bearing), hospital practice (annual volume and usage), reasons for revision, and revision type were analyzed across four consecutive 2-year intervals. The 3-year survivorship was evaluated, and factors associated with revision risk were identified across these intervals. A total of 27,234 medial UKAs were analyzed, revealing an increased patient age, a higher proportion of men, and fewer prior ipsilateral knee surgeries over time (P < 0.001). A profound increase occurred in uncemented mobile-bearing use and high-volume and usage hospitals (P < 0.001). The 3-year survivorship increased from 93.9 to 96.2% (P < 0.001). Higher hospital volume and usage, older patient age, and fewer prior ipsilateral knee surgeries were associated with reduced 3-year revision risk (P < 0.001) across various time intervals; body mass index and sex were not (P > 0.05). The reasons for revision shifted over time, with increases in infection, pain, and periprosthetic fractures, while femoral loosening decreased (P < 0.001). Although most revisions were conversions to total knee arthroplasty, this decreased as bearing exchanges became more common (P < 0.001). This nationwide registry study demonstrated significant changes in patient, implant, and hospital factors for medial UKA, alongside improved 3-year survivorship. Associations between these factors and revision risk suggest these changes may have contributed to better survivorship. Changing patterns in revision reasons and types reflect evolving challenges in UKA management. These findings provide evidence to inform strategies for improving survivorship and understanding revision patterns in medial UKA.","Burger Joost A, Vossen Roderick J M, Bayoumi Tarik, Sierevelt Inger N, Ten Noever de Brauw Gaby V, Spekenbrink-Spooren Anneke, Zuiderbaan Hendrik A",The Journal of arthroplasty,,https://pubmed.ncbi.nlm.nih.gov/41314404/,"Center for Musculoskeletal Surgery, Charité Universitätsmedizin, Berlin, Germany.; Department of Orthopaedic Surgery and Sports Medicine, Amsterdam UMC Location University of Amsterdam, Amsterdam, The Netherlands; Department of Orthopaedic Surgery and Sports Medicine, Medische Kliniek Velsen, Velsen-Noord, The Netherlands.; Department of Orthopaedic Surgery and Sports Medicine, Amsterdam UMC Location University of Amsterdam, Amsterdam, The Netherlands; Department of general surgery, Tergooi MC, Hilversum, The Netherlands.; Department of Orthopaedic Surgery and Sports Medicine, Amsterdam UMC Location University of Amsterdam, Amsterdam, The Netherlands; Spaarne Gasthuis Academy, Orthopedic Department, Hoofddorp, The Netherlands; Xpert Orthopedics, Orthopedic Department, Amsterdam, The Netherlands.; Dutch Arthroplasty Register (LROI), 's-Hertogenbosch, The Netherlands.; Department of Orthopaedic Surgery and Sports Medicine, Medische Kliniek Velsen, Velsen-Noord, The Netherlands."
41247534,Correction: Fixation in total knee arthroplasty: are cemented implants still mandatory in younger and obese patients?,,"Colangelo Andrea, Digennaro Vitantonio, Ferri Riccardo, Panciera Alessandro, Cecchin Davide, Benvenuti Lorenzo, Faldini Cesare",European journal of orthopaedic surgery & traumatology : orthopedie traumatologie,,https://pubmed.ncbi.nlm.nih.gov/41247534/,"IRCCS Istituto Ortopedico Rizzoli, Bologna, Italy. andrea.colangelo@ior.it.; IRCCS Istituto Ortopedico Rizzoli, Bologna, Italy. vitantonio.digennaro@ior.it.; IRCCS Istituto Ortopedico Rizzoli, Bologna, Italy.; IRCCS Istituto Ortopedico Rizzoli, Bologna, Italy. alessandro.panciera@ior.it."
41246576,A Prospective Multicenter Analysis of the Mid-term Outcomes of Component Size Variation in Simultaneous Bilateral Total Knee Arthroplasty: Does One-Size Difference Matter?,"Background In simultaneous bilateral total knee arthroplasty (bTKA), surgeons often encounter scenarios where femoral or tibial component sizes differ between limbs. While component sizing is routinely individualized, the functional and survivorship implications of such asymmetry remain insufficiently studied. A clearer understanding is clinically relevant, as patient anatomy, bone stock, and soft-tissue balance often necessitate asymmetric sizing, yet evidence guiding its safety and outcomes is limited. This prospective multicenter study evaluated whether inter-limb differences in component sizing influence postoperative function, patient-reported outcomes, or revision risk in bTKA. Methods Patients undergoing cemented bTKA with standardized implants (metal femoral components, metal-backed tibial baseplates, and ultra-high-molecular-weight polyethylene inserts) were prospectively enrolled across 10 high-volume centers. Patients were stratified into Subset A (identical component sizes in both knees) and Subset B (different component sizes between knees). Clinical and functional outcomes were assessed preoperatively and postoperatively at regular intervals up to three years. Endpoints included range of motion (ROM), Knee Society Score (KSS), Western Ontario and McMaster Universities Osteoarthritis Index (WOMAC), and 36-Item Short-Form Health Survey (SF-36). Radiographic assessment evaluated alignment, fixation, and implant stability. Minimal clinically important difference (MCID) thresholds were used to confirm the clinical relevance of improvements. Results A total of 166 patients (332 knees) were analyzed, with 140 in Subset A and 26 in Subset B. Baseline characteristics were comparable between groups. Both subsets demonstrated significant improvements in ROM and functional scores from baseline to three years (p<0.001 for within-group changes). Subset A achieved higher final ROM (123.6° vs. 118.1°; p<0.001) with less variability, and KSS were also significantly greater in this group (p<0.05). Subset B, despite inter-knee size differences, showed improvements similar to Subset A in WOMAC scores and demonstrated higher values in selected SF-36 domains, including physical functioning, role limitations, and emotional well-being (p<0.05). No implant-related complications, revisions, or radiographic failures were reported in either group during the three-year follow-up, and radiographs confirmed stable and well-aligned prostheses. Conclusion A one-size difference in femoral or tibial components between knees does not compromise clinical or functional outcomes in bTKA. While symmetric sizing may provide slightly greater ROM and KSS improvements, minor asymmetry is not detrimental and may even be associated with enhanced patient-reported quality-of-life domains. These findings support the practice of individualized component selection and reassure surgeons that small inter-limb differences in implant sizing do not negatively impact mid-term function or survivorship.","Bhalodiya Haresh P, Singh Rakesh Kumar, Logani Vivek, Makwana Vivdh, Oberoi Ips, Solanki Devendra S, Wakankar Hemant, Singh Avtar K, Chatterjee Buddhadev, Mahajan Sanjeev, Yadav Chandrashekhar, Thakkar Ashokkumar, Chandra Udita, Aneja Kunal, Bajwa Supreet, Machaiah Ponnanna, Rudraraju Ravi Teja, Singh Dolly",Cureus,,https://pubmed.ncbi.nlm.nih.gov/41246576/,"Orthopaedics, Saviour Hospital, Ahmedabad, IND.; Orthopaedics, Global Hospital for Joint Replacement, Kanpur, IND.; Joint Replacement and Sports Injury, Paras Hospital, Gurugram, IND.; Orthopaedics, Navneet Hi-Tech Hospital, Mumbai, IND.; Orthopaedics, Artemis Health Institute, Gurugram, IND.; Orthopaedics, Artemis Hospitals, Gurgaon, IND.; Orthopaedics, Deenanath Mangeshkar Hospital and Research Center, Pune, IND.; Orthopaedics, Amandeep Hospital, Amritsar, IND.; Orthopaedics, Apollo Gleneagles Hospitals, Kolkata, IND.; Orthopaedics, Fortis Hospital, Ludhiana, IND.; Joint Replacement Surgery, All India Institute of Medical Sciences, New Delhi, IND.; Clinical Research and Medical Writing, Meril Life Sciences Pvt. Ltd., Vapi, IND.; Orthopaedics, Max Super Speciality Hospital, New Delhi, IND.; Orthopaedics and Rehabilitation, Naveda Healthcare Centre, New Delhi, IND.; Orthopaedics, Wockhardt Hospitals, Mumbai Central, Mumbai, IND.; Orthopaedics, Sparsh Hospital, Yeswanthpur, IND.; Orthopaedics, Apollo Hospitals, Hyderabad, IND.; Clinical Research and Medical Writing, Meril Healthcare Pvt. Ltd., Vapi, IND."
